collection_name,collection_url,collection_slug,product_name,product_url,slug,description,material_name,design_style,raw_color,usage_context,raw_price_text,thumbnail_url,gallery_urls,crawl_at,error
Dao Ngọc Các,https://xeoxo.com/vn/danh-muc/dao-ngoc-cac/,dao-ngoc-cac,Áo dài Mộng Đan – Hồng Duyên,https://xeoxo.com/vn/san-pham/ao-dai-mong-dan-hong-duyen/,ao-dai-mong-dan-hong-duyen,,Tencel dệt chìm hoạ tiết,Áo dài ngũ thân,Đỏ,"Thiết kế đơn giản được chú trọng vào các chi tiết về họa tiết đơn giản nhưng không kém phần nổi bật, phù hợp sử dụng được cho nhiều dịp khác nhau từ hàng ngày đến trọng đại.",8.750.000 VND,https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/1-5-scaled.jpg,"[""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/1-5-scaled.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/1-1.jpg""]",2026-06-27 15:59:35,
Dao Ngọc Các,https://xeoxo.com/vn/danh-muc/dao-ngoc-cac/,dao-ngoc-cac,Áo dài Châu Phượng,https://xeoxo.com/vn/san-pham/ao-dai-chau-phuong/,ao-dai-chau-phuong,,Organza đính kết thủ công lót lụa tổng hợp,Áo dài dáng suông 4 tà cúc lệch,Đỏ,"Thiết kế đơn giản được chú trọng vào các chi tiết về họa tiết đơn giản nhưng không kém phần nổi bật, phù hợp sử dụng được cho nhiều dịp khác nhau từ hàng ngày đến trọng đại.",6.550.000 VND,https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/1-4-scaled.jpg,"[""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/1-4-scaled.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/8.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/4.jpg""]",2026-06-27 15:59:36,
Dao Ngọc Các,https://xeoxo.com/vn/danh-muc/dao-ngoc-cac/,dao-ngoc-cac,Áo dài Ngọc Bảo – Mãn Duyên,https://xeoxo.com/vn/san-pham/ao-dai-ngoc-bao-man-duyen/,ao-dai-ngoc-bao-man-duyen,,Lụa tơ tằm 70%,Áo dài ngũ thân,Hồng,"Thiết kế đơn giản được chú trọng vào các chi tiết về họa tiết đơn giản nhưng không kém phần nổi bật, phù hợp sử dụng được cho nhiều dịp khác nhau từ hàng ngày đến trọng đại.",9.550.000 VND,https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/1-7-scaled.jpg,"[""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/1-7-scaled.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/3-5.jpg""]",2026-06-27 15:59:37,
Dao Ngọc Các,https://xeoxo.com/vn/danh-muc/dao-ngoc-cac/,dao-ngoc-cac,Áo dài Mộc Cẩn – Diêu Hà,https://xeoxo.com/vn/san-pham/ao-dai-moc-can-dieu-ha/,ao-dai-moc-can-dieu-ha,,Organza thêu họa tiết,Áo dài dáng suông cúc lệch,Trắng,"Thiết kế đơn giản được chú trọng vào các chi tiết về họa tiết đơn giản nhưng không kém phần nổi bật, phù hợp sử dụng được cho nhiều dịp khác nhau từ hàng ngày đến trọng đại.",12.750.000 VND,https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/2-3-scaled.jpg,"[""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/2-3-scaled.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/3-3.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/7-2.jpg""]",2026-06-27 15:59:38,
Dao Ngọc Các,https://xeoxo.com/vn/danh-muc/dao-ngoc-cac/,dao-ngoc-cac,Áo dài Chu Phong,https://xeoxo.com/vn/san-pham/ao-dai-chu-phong/,ao-dai-chu-phong,,Lớp ngoài: Organza dệt chìm hoạ tiết Lớp trong: Lụa tổng hợp,Áo dài dáng suông cúc lệch,Đỏ,"Thiết kế đơn giản được chú trọng vào các chi tiết về họa tiết đơn giản nhưng không kém phần nổi bật, phù hợp sử dụng được cho nhiều dịp khác nhau từ hàng ngày đến trọng đại.",2.850.000 VND,https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/6000021-scaled.jpg,"[""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/6000021-scaled.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/100001-scaled.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/6000011-scaled.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/100002-scaled.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/100003-scaled.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/100004-18.10.50-scaled.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/100005-scaled.jpg""]",2026-06-27 15:59:39,
Dao Ngọc Các,https://xeoxo.com/vn/danh-muc/dao-ngoc-cac/,dao-ngoc-cac,Áo dài Thiên Hà,https://xeoxo.com/vn/san-pham/ao-dai-thien-ha/,ao-dai-thien-ha,,Lớp ngoài: Organza dệt chìm hoạ tiết Lớp trong: Lụa tổng hợp,Áo dài dáng suông cúc lệch,Kem,"Thiết kế đơn giản được chú trọng vào các chi tiết về họa tiết đơn giản nhưng không kém phần nổi bật, phù hợp sử dụng được cho nhiều dịp khác nhau từ hàng ngày đến trọng đại.",2.850.000 VND,https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/600002-scaled.jpg,"[""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/600002-scaled.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/600001-scaled.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/600003-scaled.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/600004-scaled.jpg""]",2026-06-27 15:59:40,
Quý Chi,https://xeoxo.com/vn/danh-muc/quy-chi/,quy-chi,Đầm Lưu Quỳnh,https://xeoxo.com/vn/san-pham/dam-luu-quynh/,dam-luu-quynh,,Organza dệt chìm hoạ tiết lót lụa tổng hợp,,,"Thiết kế đơn giản được chú trọng vào các chi tiết về họa tiết đơn giản nhưng không kém phần nổi bật, phù hợp sử dụng được cho nhiều dịp khác nhau từ hàng ngày đến trọng đại",1.650.000 VND,https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC00710.jpg,"[""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC00710.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC00769.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC00759.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC00763.jpg""]",2026-06-27 15:59:41,
Quý Chi,https://xeoxo.com/vn/danh-muc/quy-chi/,quy-chi,Đầm Lưu Châu,https://xeoxo.com/vn/san-pham/dam-luu-chau/,dam-luu-chau,,Organza dệt chìm hoạ tiết lót lụa tổng hợp,,,"Thiết kế đơn giản được chú trọng vào các chi tiết về họa tiết đơn giản nhưng không kém phần nổi bật, phù hợp sử dụng được cho nhiều dịp khác nhau từ hàng ngày đến trọng đại",1.650.000 VND,https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC03440.jpg,"[""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC03440.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC03468.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC03484.jpg""]",2026-06-27 15:59:43,
Quý Chi,https://xeoxo.com/vn/danh-muc/quy-chi/,quy-chi,Đầm Phù Ân,https://xeoxo.com/vn/san-pham/dam-phu-an/,dam-phu-an,,Organza đính kết họa tiết,,,"Thiết kế đơn giản được chú trọng vào các chi tiết về họa tiết đơn giản nhưng không kém phần nổi bật, phù hợp sử dụng được cho nhiều dịp khác nhau từ hàng ngày đến trọng đại",2.950.000 VND,https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC00494.jpg,"[""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC00494.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC00478.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC00483.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC00522.jpg""]",2026-06-27 15:59:44,
Quý Chi,https://xeoxo.com/vn/danh-muc/quy-chi/,quy-chi,Đầm Ngọc Tiêu,https://xeoxo.com/vn/san-pham/dam-ngoc-tieu/,dam-ngoc-tieu,,Lụa tổng hợp,,,"Thiết kế đơn giản được chú trọng vào các chi tiết về họa tiết đơn giản nhưng không kém phần nổi bật, phù hợp sử dụng được cho nhiều dịp khác nhau từ hàng ngày đến trọng đại",1.450.000 VND,https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC03637.jpg,"[""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC03637.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC03696.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC03701.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC03712.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC03740.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC03764.jpg""]",2026-06-27 15:59:45,
Quý Chi,https://xeoxo.com/vn/danh-muc/quy-chi/,quy-chi,Đầm Nhã Quy,https://xeoxo.com/vn/san-pham/dam-nha-quy/,dam-nha-quy,,"Lớp ngoài là organza, lớp lót là lụa tổng hợp",,,"Thiết kế đơn giản được chú trọng vào các chi tiết về họa tiết đơn giản nhưng không kém phần nổi bật, phù hợp sử dụng được cho nhiều dịp khác nhau từ hàng ngày đến trọng đại",1.650.000 VND,https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC00532.jpg,"[""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC00532.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC00617.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC00632.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC00639.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC00683.jpg""]",2026-06-27 15:59:46,
Quý Chi,https://xeoxo.com/vn/danh-muc/quy-chi/,quy-chi,Quần Đan Châu,https://xeoxo.com/vn/san-pham/quan-dan-chau/,quan-dan-chau,,Lụa tổng hợp dệt chìm hoạ tiết,,,"Thiết kế đơn giản được chú trọng vào các chi tiết về họa tiết đơn giản nhưng không kém phần nổi bật, phù hợp sử dụng được cho nhiều dịp khác nhau từ hàng ngày đến trọng đại",1.350.000 VND,https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC05255-copy.jpg,"[""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC05255-copy.jpg""]",2026-06-27 15:59:48,
Quý Chi,https://xeoxo.com/vn/danh-muc/quy-chi/,quy-chi,Quần Đan Vân,https://xeoxo.com/vn/san-pham/quan-dan-van/,quan-dan-van,,Lụa tổng hợp dệt chìm hoạ tiết,,,"Thiết kế đơn giản được chú trọng vào các chi tiết về họa tiết đơn giản nhưng không kém phần nổi bật, phù hợp sử dụng được cho nhiều dịp khác nhau từ hàng ngày đến trọng đại",1.350.000 VND,https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC03874.jpg,"[""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC03874.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC03878.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC03813.jpg""]",2026-06-27 15:59:49,
Quý Chi,https://xeoxo.com/vn/danh-muc/quy-chi/,quy-chi,Quần Đan Cẩn,https://xeoxo.com/vn/san-pham/quan-dan-can/,quan-dan-can,,Lụa tổng hợp dệt chìm hoạ tiết,,,"Thiết kế đơn giản được chú trọng vào các chi tiết về họa tiết đơn giản nhưng không kém phần nổi bật, phù hợp sử dụng được cho nhiều dịp khác nhau từ hàng ngày đến trọng đại",1.350.000 VND,https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC03924.jpg,"[""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC03924.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC03813.jpg""]",2026-06-27 15:59:50,
Quý Chi,https://xeoxo.com/vn/danh-muc/quy-chi/,quy-chi,Áo Bách Đơn,https://xeoxo.com/vn/san-pham/ao-bach-don/,ao-bach-don,,Lụa tổng hợp dệt chìm hoạ tiết,,,"Thiết kế đơn giản được chú trọng vào các chi tiết về họa tiết đơn giản nhưng không kém phần nổi bật, phù hợp sử dụng được cho nhiều dịp khác nhau từ hàng ngày đến trọng đại.",850.000 VND,https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC03884.jpg,"[""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC03884.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC03874.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC03878.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC03902.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC03813.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC03826.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC03848.jpg""]",2026-06-27 15:59:51,
Quý Chi,https://xeoxo.com/vn/danh-muc/quy-chi/,quy-chi,Áo Hồng Đơn,https://xeoxo.com/vn/san-pham/ao-hong-don/,ao-hong-don,,Lụa tổng hợp dệt chìm hoạ tiết,,,"Thiết kế đơn giản được chú trọng vào các chi tiết về họa tiết đơn giản nhưng không kém phần nổi bật, phù hợp sử dụng được cho nhiều dịp khác nhau từ hàng ngày đến trọng đại.",850.000 VND,https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC05289-copy.jpg,"[""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC05289-copy.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC05255-copy.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC05309-copy.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC05319-copy.jpg""]",2026-06-27 15:59:53,
Quý Chi,https://xeoxo.com/vn/danh-muc/quy-chi/,quy-chi,Áo Khuê Đơn,https://xeoxo.com/vn/san-pham/ao-khue-don/,ao-khue-don,,Lụa tổng hợp dệt chìm hoạ tiết,,,"Thiết kế đơn giản được chú trọng vào các chi tiết về họa tiết đơn giản nhưng không kém phần nổi bật, phù hợp sử dụng được cho nhiều dịp khác nhau từ hàng ngày đến trọng đại.",850.000 VND,https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC03968.jpg,"[""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC03968.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC03924.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC03993.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC03848.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC03826.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC03813.jpg""]",2026-06-27 15:59:54,
Quý Chi,https://xeoxo.com/vn/danh-muc/quy-chi/,quy-chi,Đầm Phương Thanh,https://xeoxo.com/vn/san-pham/dam-phuong-thanh/,dam-phuong-thanh,,Lụa tổng hợp dệt họa tiết,,,"Thiết kế đơn giản được chú trọng vào các chi tiết về họa tiết đơn giản nhưng không kém phần nổi bật, phù hợp sử dụng được cho nhiều dịp khác nhau từ hàng ngày đến trọng đại",1.650.000 VND,https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC03584.jpg,"[""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC03584.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC03531.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC03537.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC03627.jpg""]",2026-06-27 15:59:55,
Quý Chi,https://xeoxo.com/vn/danh-muc/quy-chi/,quy-chi,Đầm Chi Huỳnh,https://xeoxo.com/vn/san-pham/dam-chi-huynh/,dam-chi-huynh,,Tencel dệt chìm hoạ tiết lót lụa tổng hợp,,,"Thiết kế đơn giản được chú trọng vào các chi tiết về họa tiết đơn giản nhưng không kém phần nổi bật, phù hợp sử dụng được cho nhiều dịp khác nhau từ hàng ngày đến trọng đại",1.650.000 VND,https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC00294.jpg,"[""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC00294.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC00353.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC00349.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC00355.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC00364.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC00233.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC00277.jpg""]",2026-06-27 15:59:56,
Quý Chi,https://xeoxo.com/vn/danh-muc/quy-chi/,quy-chi,Đầm Chi Mạn,https://xeoxo.com/vn/san-pham/dam-chi-man/,dam-chi-man,,Tencel dệt chìm hoạ tiết lót lụa tổng hợp,,,"Thiết kế đơn giản được chú trọng vào các chi tiết về họa tiết đơn giản nhưng không kém phần nổi bật, phù hợp sử dụng được cho nhiều dịp khác nhau từ hàng ngày đến trọng đại",1.650.000 VND,https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC00378.jpg,"[""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC00378.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC00436.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC00448.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC00459.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC00233.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC00277.jpg""]",2026-06-27 15:59:57,
Quý Chi,https://xeoxo.com/vn/danh-muc/quy-chi/,quy-chi,Set Hà Chi,https://xeoxo.com/vn/san-pham/set-ha-chi-2/,set-ha-chi,,Ren lót lụa tổng hợp,,Vàng,,1.250.000 VND,https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC05230.jpg,"[""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC05230.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC05200.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC05242.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC05233.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC05082.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC05114.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC05122.jpg""]",2026-06-27 15:59:58,
Quý Chi,https://xeoxo.com/vn/danh-muc/quy-chi/,quy-chi,Set Hà Như,https://xeoxo.com/vn/san-pham/set-ha-chi/,set-ha-nhu,,Ren lót lụa tổng hợp,,Trắng,,1.250.000 VND,https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC05152.jpg,"[""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC05152.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC05184.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC05180.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC05082.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC05114.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC05122.jpg""]",2026-06-27 15:59:59,
Quý Chi,https://xeoxo.com/vn/danh-muc/quy-chi/,quy-chi,Áo Quý Châu,https://xeoxo.com/vn/san-pham/ao-quy-chau/,ao-quy-chau,,Lụa tổng hợp dệt chìm hoạ tiết,,Đỏ,"Thiết kế đơn giản được chú trọng vào các chi tiết về họa tiết đơn giản nhưng không kém phần nổi bật, phù hợp sử dụng được cho nhiều dịp khác nhau từ hàng ngày đến trọng đại.",590.000 VND,https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC04567-copy.jpg,"[""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC04567-copy.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC04523-copy.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC04556-copy.jpg""]",2026-06-27 16:00:01,
Quý Chi,https://xeoxo.com/vn/danh-muc/quy-chi/,quy-chi,Áo Quý Kim,https://xeoxo.com/vn/san-pham/ao-quy-kim/,ao-quy-kim,,Lụa tổng hợp dệt chìm hoạ tiết,,Vàng,"Thiết kế đơn giản được chú trọng vào các chi tiết về họa tiết đơn giản nhưng không kém phần nổi bật, phù hợp sử dụng được cho nhiều dịp khác nhau từ hàng ngày đến trọng đại.",590.000 VND,https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC04697.jpg,"[""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC04697.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC04672.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC04724.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC04718.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC04609.jpg""]",2026-06-27 16:00:02,
Quý Chi,https://xeoxo.com/vn/danh-muc/quy-chi/,quy-chi,Áo Quý Sa,https://xeoxo.com/vn/san-pham/ao-quy-sa/,ao-quy-sa,,Lụa tổng hợp dệt chìm hoạ tiết,,Trắng,"Thiết kế đơn giản được chú trọng vào các chi tiết về họa tiết đơn giản nhưng không kém phần nổi bật, phù hợp sử dụng được cho nhiều dịp khác nhau từ hàng ngày đến trọng đại.",590.000 VND,https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC04965.jpg,"[""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC04965.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC04985.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC04936.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC04942.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC04845.jpg""]",2026-06-27 16:00:03,
Quý Chi,https://xeoxo.com/vn/danh-muc/quy-chi/,quy-chi,Áo Quý Chiêu,https://xeoxo.com/vn/san-pham/ao-quy-chieu/,ao-quy-chieu,,Lụa tổng hợp dệt chìm hoạ tiết,,Kem,"Thiết kế đơn giản được chú trọng vào các chi tiết về họa tiết đơn giản nhưng không kém phần nổi bật, phù hợp sử dụng được cho nhiều dịp khác nhau từ hàng ngày đến trọng đại.",590.000 VND,https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC05035.jpg,"[""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC05035.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC05068.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC04997.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC05023.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC04845.jpg""]",2026-06-27 16:00:05,
Quý Chi,https://xeoxo.com/vn/danh-muc/quy-chi/,quy-chi,Áo Quý Như,https://xeoxo.com/vn/san-pham/ao-quy-nhu/,ao-quy-nhu,,Lụa tổng hợp dệt chìm hoạ tiết,,Tím,"Thiết kế đơn giản được chú trọng vào các chi tiết về họa tiết đơn giản nhưng không kém phần nổi bật, phù hợp sử dụng được cho nhiều dịp khác nhau từ hàng ngày đến trọng đại.",590.000 VND,https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC04567.jpg,"[""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC04567.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC04556.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC04523.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC04438.jpg""]",2026-06-27 16:00:06,
Quý Chi,https://xeoxo.com/vn/danh-muc/quy-chi/,quy-chi,Áo Quý Vân,https://xeoxo.com/vn/san-pham/ao-quy-van/,ao-quy-van,,Lụa tổng hợp dệt chìm hoạ tiết,,,"Thiết kế đơn giản được chú trọng vào các chi tiết về họa tiết đơn giản nhưng không kém phần nổi bật, phù hợp sử dụng được cho nhiều dịp khác nhau từ hàng ngày đến trọng đại.",590.000 VND,https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC04770.jpg,"[""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC04770.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC04750.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC04757.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC04795.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC04609.jpg""]",2026-06-27 16:00:07,
Quý Chi,https://xeoxo.com/vn/danh-muc/quy-chi/,quy-chi,Áo Quý Lam,https://xeoxo.com/vn/san-pham/ao-quy-lam/,ao-quy-lam,,Lụa tổng hợp dệt chìm hoạ tiết,,Xanh ngọc,"Thiết kế đơn giản được chú trọng vào các chi tiết về họa tiết đơn giản nhưng không kém phần nổi bật, phù hợp sử dụng được cho nhiều dịp khác nhau từ hàng ngày đến trọng đại.",590.000 VND,https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC04499.jpg,"[""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC04499.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC04489.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC04512.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC04438.jpg""]",2026-06-27 16:00:08,
